subjNum	subjStartDate	subjStartTime	trialIndex	exptId	label	labelIndex	rt	vidPlayCounts	type	force	traj
2	2026-02-09	23:04:09	71	force_bother_6079_traj_5999	Fight	7	7.547	1	force	bother	5999
2	2026-02-09	23:04:09	72	force_scratch_6016_traj_1105	Capture	6	5.681	1	force	scratch	1105
2	2026-02-09	23:04:09	73	force_fight_5986_traj_2029	Leave	3	5.027	1	force	fight	2029
2	2026-02-09	23:04:09	74	force_hit_5902_traj_5098	Hit	0	6.639	1	force	hit	5098
2	2026-02-09	23:04:09	75	force_encircle_6017_traj_6054	Encircle	2	7.391	1	force	encircle	6054
3	2026-02-09	23:05:14	0	force_encircle_6017_traj_5098	Encircle	3	10.609	1	force	encircle	5098
3	2026-02-09	23:05:14	1	force_bother_6079_traj_5789	Bother	6	9.433	1	force	bother	5789
3	2026-02-09	23:05:14	2	force_leave_1145_traj_1051	Bother	6	8.875	1	force	leave	1051
3	2026-02-09	23:05:14	3	force_capture_6035_traj_4812	Capture	1	7.779	1	force	capture	4812
3	2026-02-09	23:05:14	4	force_accompany_5787_traj_2029	Fight	7	21.659	3	force	accompany	2029
3	2026-02-09	23:05:14	5	force_hit_5902_traj_5999	Hit	5	9.377	1	force	hit	5999
3	2026-02-09	23:05:14	6	force_fight_5986_traj_6054	Fight	7	6.784	1	force	fight	6054
3	2026-02-09	23:05:14	7	force_scratch_6016_traj_1105	Accompany	0	12.013	2	force	scratch	1105
3	2026-02-09	23:05:14	8	baseline_bother_6079_response_bother	Leave	4	21.606	3	baseline	bother	bother
3	2026-02-09	23:05:14	9	force_encircle_6017_traj_5098	Encircle	3	6.615	1	force	encircle	5098
3	2026-02-09	23:05:14	10	force_bother_6079_traj_5789	Bother	6	7.982	1	force	bother	5789
3	2026-02-09	23:05:14	11	force_leave_1145_traj_1051	Leave	4	5.102	1	force	leave	1051
3	2026-02-09	23:05:14	12	force_capture_6035_traj_4812	Capture	1	13.262	2	force	capture	4812
3	2026-02-09	23:05:14	14	force_accompany_5787_traj_2029	Bother	6	20.626	3	force	accompany	2029
3	2026-02-09	23:05:14	15	force_hit_5902_traj_5999	Fight	7	8.824	1	force	hit	5999
3	2026-02-09	23:05:14	16	force_fight_5986_traj_6054	Fight	7	5.952	1	force	fight	6054
3	2026-02-09	23:05:14	17	baseline_accompany_5787_response_accompany	Accompany	0	23.358	3	baseline	accompany	accompany
3	2026-02-09	23:05:14	18	force_scratch_6016_traj_1105	Accompany	0	5.003	1	force	scratch	1105
3	2026-02-09	23:05:14	19	force_encircle_6017_traj_5098	Encircle	3	6.662	1	force	encircle	5098
3	2026-02-09	23:05:14	20	force_bother_6079_traj_5789	Bother	6	8.112	1	force	bother	5789
3	2026-02-09	23:05:14	21	force_leave_1145_traj_1051	Leave	4	4.743	1	force	leave	1051
3	2026-02-09	23:05:14	22	force_capture_6035_traj_4812	Capture	1	5.881	1	force	capture	4812
3	2026-02-09	23:05:14	23	force_accompany_5787_traj_2029	Bother	6	8.474	1	force	accompany	2029
3	2026-02-09	23:05:14	24	force_hit_5902_traj_5999	Fight	7	7.114	1	force	hit	5999
3	2026-02-09	23:05:14	25	baseline_encircle_6017_response_encircle	Encircle	3	6.305	1	baseline	encircle	encircle
3	2026-02-09	23:05:14	26	force_fight_5986_traj_6054	Fight	7	5.63	1	force	fight	6054
3	2026-02-09	23:05:14	28	force_scratch_6016_traj_1105	Accompany	0	5.041	1	force	scratch	1105
3	2026-02-09	23:05:14	29	force_encircle_6017_traj_5098	Encircle	3	6.337	1	force	encircle	5098
3	2026-02-09	23:05:14	30	force_bother_6079_traj_5789	Bother	6	8.356	1	force	bother	5789
3	2026-02-09	23:05:14	31	force_leave_1145_traj_1051	Leave	4	4.87	1	force	leave	1051
3	2026-02-09	23:05:14	32	force_capture_6035_traj_4812	Capture	1	8.387	1	force	capture	4812
3	2026-02-09	23:05:14	33	force_accompany_5787_traj_2029	Bother	6	7.521	1	force	accompany	2029
3	2026-02-09	23:05:14	34	baseline_scratch_6016_response_scratch	Bother	6	13.285	2	baseline	scratch	scratch
3	2026-02-09	23:05:14	35	force_hit_5902_traj_5999	Fight	7	6.416	1	force	hit	5999
3	2026-02-09	23:05:14	36	force_fight_5986_traj_6054	Fight	7	5.019	1	force	fight	6054
3	2026-02-09	23:05:14	37	force_scratch_6016_traj_1105	Accompany	0	5.117	1	force	scratch	1105
3	2026-02-09	23:05:14	38	force_encircle_6017_traj_5098	Encircle	3	6.28	1	force	encircle	5098
3	2026-02-09	23:05:14	39	force_bother_6079_traj_5789	Bother	6	7.404	1	force	bother	5789
3	2026-02-09	23:05:14	40	force_leave_1145_traj_1051	Leave	4	5.272	1	force	leave	1051
3	2026-02-09	23:05:14	42	force_capture_6035_traj_4812	Capture	1	10.186	2	force	capture	4812
3	2026-02-09	23:05:14	43	baseline_leave_1145_response_leave	Leave	4	4.313	1	baseline	leave	leave
3	2026-02-09	23:05:14	44	force_accompany_5787_traj_2029	Bother	6	7.325	1	force	accompany	2029
3	2026-02-09	23:05:14	45	force_hit_5902_traj_5999	Fight	7	6.233	1	force	hit	5999
3	2026-02-09	23:05:14	46	force_fight_5986_traj_6054	Fight	7	4.914	1	force	fight	6054
3	2026-02-09	23:05:14	47	force_scratch_6016_traj_1105	Accompany	0	9.231	2	force	scratch	1105
3	2026-02-09	23:05:14	48	force_encircle_6017_traj_5098	Encircle	3	6.652	1	force	encircle	5098
3	2026-02-09	23:05:14	49	force_bother_6079_traj_5789	Bother	6	7.337	1	force	bother	5789
3	2026-02-09	23:05:14	50	force_leave_1145_traj_1051	Leave	4	10.011	1	force	leave	1051
3	2026-02-09	23:05:14	51	baseline_fight_5986_response_fight	Fight	7	4.826	1	baseline	fight	fight
3	2026-02-09	23:05:14	52	force_capture_6035_traj_4812	Capture	1	5.462	1	force	capture	4812
3	2026-02-09	23:05:14	53	force_accompany_5787_traj_2029	Bother	6	7.768	1	force	accompany	2029
3	2026-02-09	23:05:14	54	force_hit_5902_traj_5999	Fight	7	11.213	1	force	hit	5999
3	2026-02-09	23:05:14	56	force_fight_5986_traj_6054	Fight	7	4.742	1	force	fight	6054
3	2026-02-09	23:05:14	57	force_scratch_6016_traj_1105	Accompany	0	7.231	1	force	scratch	1105
3	2026-02-09	23:05:14	58	force_encircle_6017_traj_5098	Encircle	3	6.343	1	force	encircle	5098
3	2026-02-09	23:05:14	59	force_bother_6079_traj_5789	Bother	6	6.788	1	force	bother	5789
3	2026-02-09	23:05:14	60	baseline_capture_6035_response_capture	Capture	1	5.534	1	baseline	capture	capture
3	2026-02-09	23:05:14	61	force_leave_1145_traj_1051	Leave	4	4.579	1	force	leave	1051
3	2026-02-09	23:05:14	62	force_capture_6035_traj_4812	Capture	1	5.401	1	force	capture	4812
3	2026-02-09	23:05:14	63	force_accompany_5787_traj_2029	Bother	6	7.657	1	force	accompany	2029
3	2026-02-09	23:05:14	64	force_hit_5902_traj_5999	Hit	5	6.934	1	force	hit	5999
3	2026-02-09	23:05:14	65	force_fight_5986_traj_6054	Fight	7	4.866	1	force	fight	6054
3	2026-02-09	23:05:14	66	force_scratch_6016_traj_1105	Accompany	0	5.679	1	force	scratch	1105
3	2026-02-09	23:05:14	67	force_encircle_6017_traj_5098	Encircle	3	6.492	1	force	encircle	5098
3	2026-02-09	23:05:14	68	baseline_hit_5902_response_hit	Hit	5	11.528	2	baseline	hit	hit
3	2026-02-09	23:05:14	69	force_bother_6079_traj_5789	Bother	6	7.033	1	force	bother	5789
3	2026-02-09	23:05:14	70	force_leave_1145_traj_1051	Leave	4	5.101	1	force	leave	1051
3	2026-02-09	23:05:14	71	force_capture_6035_traj_4812	Capture	1	4.917	1	force	capture	4812
3	2026-02-09	23:05:14	72	force_accompany_5787_traj_2029	Bother	6	7.306	1	force	accompany	2029
3	2026-02-09	23:05:14	73	force_hit_5902_traj_5999	Hit	5	6.796	1	force	hit	5999
3	2026-02-09	23:05:14	74	force_fight_5986_traj_6054	Fight	7	5.312	1	force	fight	6054
3	2026-02-09	23:05:14	75	force_scratch_6016_traj_1105	Accompany	0	4.981	1	force	scratch	1105
4	2026-02-09	23:07:18	0	force_bother_6079_traj_5098	Fight	1	41.573	5	force	bother	5098
4	2026-02-09	23:07:18	1	force_leave_1145_traj_1105	Leave	6	10.127	1	force	leave	1105
4	2026-02-09	23:07:18	2	force_fight_5986_traj_5999	Fight	1	6.448	1	force	fight	5999
4	2026-02-09	23:07:18	3	force_scratch_6016_traj_2029	Scratch	5	15.417	2	force	scratch	2029
4	2026-02-09	23:07:18	4	force_capture_6035_traj_1051	Bother	0	10.864	1	force	capture	1051
4	2026-02-09	23:07:18	5	force_accompany_5787_traj_4812	Hit	2	11.176	1	force	accompany	4812
4	2026-02-09	23:07:18	6	force_hit_5902_traj_5789	Hit	2	6.328	1	force	hit	5789
4	2026-02-09	23:07:18	7	force_encircle_6017_traj_6054	Accompany	3	9.599	1	force	encircle	6054
4	2026-02-09	23:07:18	8	baseline_hit_5902_response_hit	Fight	1	9.6	1	baseline	hit	hit
4	2026-02-09	23:07:18	9	force_bother_6079_traj_5098	Accompany	3	18.488	2	force	bother	5098
4	2026-02-09	23:07:18	10	force_leave_1145_traj_1105	Leave	6	4.928	1	force	leave	1105
4	2026-02-09	23:07:18	11	force_fight_5986_traj_5999	Leave	6	18.816	1	force	fight	5999
4	2026-02-09	23:07:18	12	force_scratch_6016_traj_2029	Scratch	5	10.975	2	force	scratch	2029
4	2026-02-09	23:07:18	14	force_capture_6035_traj_1051	Hit	2	9.415	1	force	capture	1051
4	2026-02-09	23:07:18	15	force_accompany_5787_traj_4812	Hit	2	7.961	1	force	accompany	4812
4	2026-02-09	23:07:18	16	force_hit_5902_traj_5789	Fight	1	7.081	1	force	hit	5789
4	2026-02-09	23:07:18	17	baseline_capture_6035_response_capture	Bother	0	7.614	1	baseline	capture	capture
4	2026-02-09	23:07:18	18	force_encircle_6017_traj_6054	Encircle	4	6.649	1	force	encircle	6054
4	2026-02-09	23:07:18	19	force_bother_6079_traj_5098	Bother	0	9.071	1	force	bother	5098
4	2026-02-09	23:07:18	20	force_leave_1145_traj_1105	Leave	6	4.897	1	force	leave	1105
4	2026-02-09	23:07:18	21	force_fight_5986_traj_5999	Leave	6	7.856	1	force	fight	5999
4	2026-02-09	23:07:18	22	force_scratch_6016_traj_2029	Scratch	5	8.447	1	force	scratch	2029
4	2026-02-09	23:07:18	23	force_capture_6035_traj_1051	Accompany	3	9.023	1	force	capture	1051
4	2026-02-09	23:07:18	24	force_accompany_5787_traj_4812	Hit	2	8.793	1	force	accompany	4812
4	2026-02-09	23:07:18	25	baseline_encircle_6017_response_encircle	Encircle	4	6.503	1	baseline	encircle	encircle
4	2026-02-09	23:07:18	26	force_hit_5902_traj_5789	Fight	1	7.057	1	force	hit	5789
4	2026-02-09	23:07:18	28	force_encircle_6017_traj_6054	Encircle	4	6.912	1	force	encircle	6054
4	2026-02-09	23:07:18	29	force_bother_6079_traj_5098	Bother	0	9.233	1	force	bother	5098
4	2026-02-09	23:07:18	30	force_leave_1145_traj_1105	Leave	6	4.696	1	force	leave	1105
4	2026-02-09	23:07:18	31	force_fight_5986_traj_5999	Leave	6	5.288	1	force	fight	5999
4	2026-02-09	23:07:18	32	force_scratch_6016_traj_2029	Scratch	5	8.04	1	force	scratch	2029
4	2026-02-09	23:07:18	33	force_capture_6035_traj_1051	Accompany	3	11.479	1	force	capture	1051
4	2026-02-09	23:07:18	34	baseline_fight_5986_response_fight	Fight	1	4.953	1	baseline	fight	fight
4	2026-02-09	23:07:18	35	force_accompany_5787_traj_4812	Bother	0	15.799	1	force	accompany	4812
4	2026-02-09	23:07:18	36	force_hit_5902_traj_5789	Fight	1	11.737	1	force	hit	5789
4	2026-02-09	23:07:18	37	force_encircle_6017_traj_6054	Encircle	4	13.599	2	force	encircle	6054
4	2026-02-09	23:07:18	38	force_bother_6079_traj_5098	Bother	0	7.825	1	force	bother	5098
4	2026-02-09	23:07:18	39	force_leave_1145_traj_1105	Leave	6	4.728	1	force	leave	1105
4	2026-02-09	23:07:18	40	force_fight_5986_traj_5999	Leave	6	5.079	1	force	fight	5999
4	2026-02-09	23:07:18	42	force_scratch_6016_traj_2029	Scratch	5	5.296	1	force	scratch	2029
4	2026-02-09	23:07:18	43	baseline_bother_6079_response_bother	Hit	2	7.505	1	baseline	bother	bother
4	2026-02-09	23:07:18	44	force_capture_6035_traj_1051	Scratch	5	9.191	1	force	capture	1051
4	2026-02-09	23:07:18	45	force_accompany_5787_traj_4812	Hit	2	7.976	1	force	accompany	4812
4	2026-02-09	23:07:18	46	force_hit_5902_traj_5789	Fight	1	5.969	1	force	hit	5789
4	2026-02-09	23:07:18	47	force_encircle_6017_traj_6054	Encircle	4	6.575	1	force	encircle	6054
4	2026-02-09	23:07:18	48	force_bother_6079_traj_5098	Bother	0	6.793	1	force	bother	5098
4	2026-02-09	23:07:18	49	force_leave_1145_traj_1105	Leave	6	4.455	1	force	leave	1105
4	2026-02-09	23:07:18	50	force_fight_5986_traj_5999	Leave	6	5.241	1	force	fight	5999
4	2026-02-09	23:07:18	51	baseline_scratch_6016_response_scratch	Bother	0	7.68	1	baseline	scratch	scratch
4	2026-02-09	23:07:18	52	force_scratch_6016_traj_2029	Scratch	5	4.767	1	force	scratch	2029
4	2026-02-09	23:07:18	53	force_capture_6035_traj_1051	Hit	2	7.856	1	force	capture	1051
4	2026-02-09	23:07:18	54	force_accompany_5787_traj_4812	Hit	2	8.247	1	force	accompany	4812
4	2026-02-09	23:07:18	56	force_hit_5902_traj_5789	Fight	1	6.424	1	force	hit	5789
4	2026-02-09	23:07:18	57	force_encircle_6017_traj_6054	Encircle	4	6.023	1	force	encircle	6054
4	2026-02-09	23:07:18	58	force_bother_6079_traj_5098	Bother	0	10.769	1	force	bother	5098
4	2026-02-09	23:07:18	59	force_leave_1145_traj_1105	Leave	6	4.792	1	force	leave	1105
4	2026-02-09	23:07:18	60	baseline_accompany_5787_response_accompany	Scratch	5	11.0	1	baseline	accompany	accompany
4	2026-02-09	23:07:18	61	force_fight_5986_traj_5999	Leave	6	5.335	1	force	fight	5999
4	2026-02-09	23:07:18	62	force_scratch_6016_traj_2029	Scratch	5	4.769	1	force	scratch	2029
4	2026-02-09	23:07:18	63	force_capture_6035_traj_1051	Hit	2	16.351	1	force	capture	1051
4	2026-02-09	23:07:18	64	force_accompany_5787_traj_4812	Hit	2	8.464	1	force	accompany	4812
4	2026-02-09	23:07:18	65	force_hit_5902_traj_5789	Fight	1	6.009	1	force	hit	5789
4	2026-02-09	23:07:18	66	force_encircle_6017_traj_6054	Encircle	4	6.271	1	force	encircle	6054
4	2026-02-09	23:07:18	67	force_bother_6079_traj_5098	Bother	0	6.912	1	force	bother	5098
4	2026-02-09	23:07:18	68	baseline_leave_1145_response_leave	Leave	6	5.345	1	baseline	leave	leave
4	2026-02-09	23:07:18	69	force_leave_1145_traj_1105	Leave	6	4.336	1	force	leave	1105
4	2026-02-09	23:07:18	70	force_fight_5986_traj_5999	Leave	6	4.759	1	force	fight	5999
4	2026-02-09	23:07:18	71	force_scratch_6016_traj_2029	Scratch	5	4.728	1	force	scratch	2029
4	2026-02-09	23:07:18	72	force_capture_6035_traj_1051	Hit	2	5.944	1	force	capture	1051
4	2026-02-09	23:07:18	73	force_accompany_5787_traj_4812	Hit	2	7.799	1	force	accompany	4812
4	2026-02-09	23:07:18	74	force_hit_5902_traj_5789	Fight	1	6.168	1	force	hit	5789
4	2026-02-09	23:07:18	75	force_encircle_6017_traj_6054	Encircle	4	6.576	1	force	encircle	6054
5	2026-02-09	23:14:19	0	force_scratch_6016_traj_1051	Hit	4	9.347	1	force	scratch	1051
5	2026-02-09	23:14:19	1	force_fight_5986_traj_1105	Fight	3	7.802	1	force	fight	1105
5	2026-02-09	23:14:19	2	force_accompany_5787_traj_4812	Bother	1	15.699	1	force	accompany	4812
5	2026-02-09	23:14:19	3	force_leave_1145_traj_2029	Leave	0	5.216	1	force	leave	2029
5	2026-02-09	23:14:19	4	force_encircle_6017_traj_5999	Encircle	2	6.931	1	force	encircle	5999
5	2026-02-09	23:14:19	5	force_bother_6079_traj_6054	Accompany	6	9.183	1	force	bother	6054
5	2026-02-09	23:14:19	6	force_hit_5902_traj_5789	Bother	1	11.169	1	force	hit	5789
5	2026-02-09	23:14:19	7	force_capture_6035_traj_5098	Capture	7	6.332	1	force	capture	5098
5	2026-02-09	23:14:19	8	baseline_encircle_6017_response_encircle	Encircle	2	6.617	1	baseline	encircle	encircle
5	2026-02-09	23:14:19	9	force_scratch_6016_traj_1051	Hit	4	11.898	1	force	scratch	1051
5	2026-02-09	23:14:19	10	force_fight_5986_traj_1105	Bother	1	5.734	1	force	fight	1105
5	2026-02-09	23:14:19	11	force_accompany_5787_traj_4812	Leave	0	10.065	1	force	accompany	4812
5	2026-02-09	23:14:19	12	force_leave_1145_traj_2029	Leave	0	4.8	1	force	leave	2029
5	2026-02-09	23:14:19	14	force_encircle_6017_traj_5999	Encircle	2	6.8	1	force	encircle	5999
5	2026-02-09	23:14:19	15	force_bother_6079_traj_6054	Bother	1	10.999	1	force	bother	6054
5	2026-02-09	23:14:19	16	force_hit_5902_traj_5789	Bother	1	7.8	1	force	hit	5789
5	2026-02-09	23:14:19	17	baseline_capture_6035_response_capture	Hit	4	6.0	1	baseline	capture	capture
5	2026-02-09	23:14:19	18	force_capture_6035_traj_5098	Capture	7	5.416	1	force	capture	5098
5	2026-02-09	23:14:19	19	force_scratch_6016_traj_1051	Accompany	6	7.45	1	force	scratch	1051
5	2026-02-09	23:14:19	20	force_fight_5986_traj_1105	Bother	1	6.651	1	force	fight	1105
5	2026-02-09	23:14:19	21	force_accompany_5787_traj_4812	Fight	3	7.966	1	force	accompany	4812
5	2026-02-09	23:14:19	22	force_leave_1145_traj_2029	Leave	0	5.067	1	force	leave	2029
5	2026-02-09	23:14:19	23	force_encircle_6017_traj_5999	Encircle	2	5.934	1	force	encircle	5999
5	2026-02-09	23:14:19	24	force_bother_6079_traj_6054	Bother	1	10.449	1	force	bother	6054
5	2026-02-09	23:14:19	25	baseline_accompany_5787_response_accompany	Accompany	6	7.964	1	baseline	accompany	accompany
5	2026-02-09	23:14:19	26	force_hit_5902_traj_5789	Bother	1	9.784	1	force	hit	5789
5	2026-02-09	23:14:19	28	force_capture_6035_traj_5098	Capture	7	5.918	1	force	capture	5098
5	2026-02-09	23:14:19	29	force_scratch_6016_traj_1051	Accompany	6	5.183	1	force	scratch	1051
5	2026-02-09	23:14:19	30	force_fight_5986_traj_1105	Bother	1	6.667	1	force	fight	1105
5	2026-02-09	23:14:19	31	force_accompany_5787_traj_4812	Accompany	6	63.166	1	force	accompany	4812
5	2026-02-09	23:14:19	32	force_leave_1145_traj_2029	Leave	0	4.95	1	force	leave	2029
5	2026-02-09	23:14:19	33	force_encircle_6017_traj_5999	Encircle	2	6.234	1	force	encircle	5999
5	2026-02-09	23:14:19	34	baseline_scratch_6016_response_scratch	Bother	1	5.25	1	baseline	scratch	scratch
5	2026-02-09	23:14:19	35	force_bother_6079_traj_6054	Accompany	6	7.848	1	force	bother	6054
5	2026-02-09	23:14:19	36	force_hit_5902_traj_5789	Bother	1	6.735	1	force	hit	5789
5	2026-02-09	23:14:19	37	force_capture_6035_traj_5098	Capture	7	5.533	1	force	capture	5098
5	2026-02-09	23:14:19	38	force_scratch_6016_traj_1051	Accompany	6	5.099	1	force	scratch	1051
5	2026-02-09	23:14:19	39	force_fight_5986_traj_1105	Bother	1	5.151	1	force	fight	1105
5	2026-02-09	23:14:19	40	force_accompany_5787_traj_4812	Fight	3	7.515	1	force	accompany	4812
5	2026-02-09	23:14:19	42	force_leave_1145_traj_2029	Fight	3	5.402	1	force	leave	2029
5	2026-02-09	23:14:19	43	baseline_hit_5902_response_hit	Hit	4	6.415	1	baseline	hit	hit
5	2026-02-09	23:14:19	44	force_encircle_6017_traj_5999	Encircle	2	7.0	1	force	encircle	5999
5	2026-02-09	23:14:19	45	force_bother_6079_traj_6054	Accompany	6	9.35	1	force	bother	6054
5	2026-02-09	23:14:19	46	force_hit_5902_traj_5789	Bother	1	6.783	1	force	hit	5789
5	2026-02-09	23:14:19	47	force_capture_6035_traj_5098	Capture	7	5.35	1	force	capture	5098
5	2026-02-09	23:14:19	48	force_scratch_6016_traj_1051	Accompany	6	5.016	1	force	scratch	1051
5	2026-02-09	23:14:19	49	force_fight_5986_traj_1105	Bother	1	4.983	1	force	fight	1105
5	2026-02-09	23:14:19	50	force_accompany_5787_traj_4812	Fight	3	7.334	1	force	accompany	4812
